Date,Date,Limiting Magnitude,Longitude_x,Latitude_x,Latitude_y,Longitude_y
8,2016,4.2,-100.52073666666665,36.31373333333333,36.18174666666667,-100.53070000000007
8,2017,4.82258064516129,-93.0191790322581,40.691383870967734,40.73702419354839,-93.05232258064517
8,2018,6.5,-109.0125,38.94345,38.9679,-108.93549999999999
9,2013,5.090909090909091,-101.37981363636364,33.44736363636363,33.45580909090909,-101.45631818181822
9,2014,4.74468085106383,-104.24646170212765,35.03914255319149,35.018534042553185,-104.3526595744681
9,2015,4.875,-102.62813125,36.95849375000001,36.99054062499999,-102.57431250000002
9,2016,3.0,-109.15351037735854,32.71809433962265,32.786117924528284,-109.36393396226411
9,2017,4.378640776699029,-105.11213106796117,38.475855339805825,38.698877669902885,-105.29188349514581
9,2018,3.6470588235294117,-85.19576470588234,38.82185882352942,38.77515294117646,-85.03388235294122
10,2011,3.554054054054054,-111.02243243243242,32.25074932432433,32.296699999999944,-111.1669999999998
10,2013,5.428571428571429,-98.7731857142857,36.82964285714286,36.8863,-98.5292857142857
10,2014,3.9473684210526314,-110.78788421052636,32.681226315789466,32.684736842105266,-110.92599999999996
10,2015,4.6,-105.61761200000001,34.136052000000014,34.13694799999998,-105.63651999999996
10,2016,3.8,-105.2722,40.007760000000005,40.3428,-105.684
10,2017,4.171428571428572,-104.33178428571429,38.70147857142857,38.877358571428545,-104.59861428571436
10,2018,3.8181818181818183,-104.16313636363635,39.51807272727273,39.81297272727273,-104.419
11,2013,3.8947368421052633,-90.03065263157893,28.11977368421053,28.04877894736842,-90.0825263157895
11,2014,4.3061224489795915,-101.86380204081634,33.87884489795917,33.928351020408144,-102.00873469387759
11,2015,4.590909090909091,-104.95496363636362,33.997322727272724,34.10168181818181,-104.94263636363631
11,2017,3.288135593220339,-105.0034372881356,39.03052542372882,39.32134576271182,-105.36686440677974
11,2018,3.56,-104.41490799999998,39.71421599999999,39.98152,-104.73415999999999
12,2013,4.666666666666667,-123.68875000000001,28.1029,28.055066666666665,-123.68316666666665
12,2014,4.607142857142857,-101.00517500000001,29.44882500000001,29.510724999999997,-101.07217857142855
12,2015,2.857142857142857,-91.72827857142856,36.274157142857135,36.218535714285714,-91.70149999999998
12,2017,3.458128078817734,-105.5179699507389,39.31995024630543,39.633800492610966,-105.91026108374388
12,2018,3.288,-105.07140960000004,39.52883200000001,39.8496664,-105.45461599999983
