Country,Limiting Magnitude,Coordinates,Longitude_x,Latitude_x,Latitude_y,Longitude_y,Park,Date
United States - Arizona,5,"[32.2223, -111.101]",-111.101,32.2223,32.2967,-111.167,Saguaro National Park,2014-06-18
United States - Arizona,5,"[32.4658, -111.21]",-111.21,32.4658,32.2967,-111.167,Saguaro National Park,2014-11-21
United States - Arizona,5,"[32.6122, -110.756]",-110.756,32.6122,32.2967,-111.167,Saguaro National Park,2014-11-11
United States - Arizona,5,"[32.2291, -110.728]",-110.728,32.2291,32.2967,-111.167,Saguaro National Park,2014-04-21
United States - Arizona,5,"[32.123, -111.043]",-111.04299999999999,32.123000000000005,32.2967,-111.167,Saguaro National Park,2014-04-23
United States - Arizona,5,"[32.181, -110.789]",-110.789,32.181,32.2967,-111.167,Saguaro National Park,2014-04-24
United States - Arizona,5,"[31.9576, -110.956]",-110.956,31.9576,32.2967,-111.167,Saguaro National Park,2011-02-21
United States - Arizona,5,"[32.2648, -110.833]",-110.833,32.2648,32.2967,-111.167,Saguaro National Park,2011-02-22
United States - Arizona,5,"[32.1145, -110.797]",-110.79700000000001,32.1145,32.2967,-111.167,Saguaro National Park,2011-02-22
United States - Arizona,5,"[32.1065, -110.802]",-110.802,32.1065,32.2967,-111.167,Saguaro National Park,2011-02-23
United States - Arizona,5,"[32.1049, -110.792]",-110.792,32.1049,32.2967,-111.167,Saguaro National Park,2011-02-23
United States - Arizona,5,"[32.2742, -110.755]",-110.755,32.2742,32.2967,-111.167,Saguaro National Park,2012-01-17
United States - Arizona,5,"[32.2462, -110.756]",-110.756,32.2462,32.2967,-111.167,Saguaro National Park,2012-01-17
United States - Arizona,5,"[32.1937, -110.756]",-110.756,32.1937,32.2967,-111.167,Saguaro National Park,2012-01-17
United States - Arizona,5,"[32.4108, -110.99]",-110.99,32.4108,32.2967,-111.167,Saguaro National Park,2011-02-28
United States - Arizona,5,"[31.8906, -110.949]",-110.949,31.8906,32.2967,-111.167,Saguaro National Park,2011-02-28
United States - Arizona,5,"[31.8906, -110.949]",-110.949,31.8906,32.2967,-111.167,Saguaro National Park,2011-02-28
United States - Arizona,5,"[32.4156, -110.993]",-110.993,32.4156,32.2967,-111.167,Saguaro National Park,2011-02-28
United States - Arizona,5,"[32.4319, -111.017]",-111.01700000000001,32.4319,32.2967,-111.167,Saguaro National Park,2011-03-01
United States - Arizona,5,"[32.2834, -110.799]",-110.79899999999999,32.2834,32.2967,-111.167,Saguaro National Park,2012-04-15
United States - Arizona,5,"[32.193, -110.824]",-110.824,32.193000000000005,32.2967,-111.167,Saguaro National Park,2012-04-15
United States - Arizona,5,"[32.1848, -110.807]",-110.807,32.1848,32.2967,-111.167,Saguaro National Park,2012-04-15
United States - Arizona,5,"[32.3645, -111.242]",-111.242,32.3645,32.2967,-111.167,Saguaro National Park,2012-04-15
United States - Arizona,5,"[32.4466, -111.003]",-111.00299999999999,32.4466,32.2967,-111.167,Saguaro National Park,2012-03-19
United States - Arizona,5,"[32.3116, -110.98]",-110.98,32.3116,32.2967,-111.167,Saguaro National Park,2012-03-13
United States - Arizona,5,"[32.2979, -110.993]",-110.993,32.2979,32.2967,-111.167,Saguaro National Park,2012-03-13
United States - Arizona,5,"[32.3105, -111.029]",-111.029,32.3105,32.2967,-111.167,Saguaro National Park,2012-03-20
United States - Arizona,5,"[32.3226, -110.976]",-110.976,32.3226,32.2967,-111.167,Saguaro National Park,2012-03-20
United States - Arizona,5,"[32.3115, -110.98]",-110.98,32.3115,32.2967,-111.167,Saguaro National Park,2012-03-20
United States - Arizona,5,"[32.2978, -110.993]",-110.993,32.2978,32.2967,-111.167,Saguaro National Park,2012-03-20
United States - Arizona,5,"[32.2552, -110.852]",-110.852,32.2552,32.2967,-111.167,Saguaro National Park,2012-04-19
United States - Arizona,5,"[32.248, -111.271]",-111.271,32.248000000000005,32.2967,-111.167,Saguaro National Park,2012-04-13
United States - Arizona,5,"[32.248, -111.237]",-111.23700000000001,32.248000000000005,32.2967,-111.167,Saguaro National Park,2012-04-13
United States - Arizona,5,"[32.3379, -110.977]",-110.977,32.3379,32.2967,-111.167,Saguaro National Park,2012-03-22
United States - Arizona,5,"[32.408, -110.944]",-110.944,32.408,32.2967,-111.167,Saguaro National Park,2012-03-22
United States - Arizona,5,"[32.411, -110.94]",-110.94,32.411,32.2967,-111.167,Saguaro National Park,2012-03-22
United States - Arizona,5,"[32.1707, -111.072]",-111.072,32.1707,32.2967,-111.167,Saguaro National Park,2012-04-17
United States - Arizona,5,"[32.2497, -110.754]",-110.75399999999999,32.2497,32.2967,-111.167,Saguaro National Park,2018-01-22
United States - Arizona,5,"[32.1996, -110.752]",-110.75200000000001,32.1996,32.2967,-111.167,Saguaro National Park,2018-01-22
United States - Arizona,5,"[32.2059, -110.834]",-110.834,32.2059,32.2967,-111.167,Saguaro National Park,2018-01-11
United States - Arizona,5,"[32.205, -111.002]",-111.00200000000001,32.205,32.2967,-111.167,Saguaro National Park,2014-03-26
United States - Arizona,5,"[32.2443, -111.011]",-111.01100000000001,32.2443,32.2967,-111.167,Saguaro National Park,2014-03-27
United States - Arizona,5,"[32.2326, -111.025]",-111.025,32.2326,32.2967,-111.167,Saguaro National Park,2014-01-20
United States - Arizona,5,"[32.3726, -111.128]",-111.12799999999999,32.3726,32.2967,-111.167,Saguaro National Park,2014-01-27
United States - Arizona,5,"[32.2876, -110.944]",-110.944,32.2876,32.2967,-111.167,Saguaro National Park,2014-01-28
United States - Arizona,5,"[32.3142, -110.933]",-110.93299999999999,32.3142,32.2967,-111.167,Saguaro National Park,2014-01-28
United States - Arizona,5,"[32.3272, -110.927]",-110.927,32.3272,32.2967,-111.167,Saguaro National Park,2014-01-28
United States - Arizona,5,"[32.3122, -110.912]",-110.912,32.3122,32.2967,-111.167,Saguaro National Park,2014-01-28
United States - Arizona,5,"[32.3086, -110.878]",-110.87799999999999,32.3086,32.2967,-111.167,Saguaro National Park,2014-01-28
United States - Arizona,5,"[32.3198, -110.891]",-110.891,32.3198,32.2967,-111.167,Saguaro National Park,2014-01-28
United States - Arizona,5,"[32.3127, -110.891]",-110.891,32.3127,32.2967,-111.167,Saguaro National Park,2014-01-28
United States - Arizona,5,"[32.3361, -110.947]",-110.947,32.3361,32.2967,-111.167,Saguaro National Park,2014-01-28
United States - Arizona,5,"[32.3535, -110.95]",-110.95,32.3535,32.2967,-111.167,Saguaro National Park,2014-01-28
United States - Arizona,5,"[32.2006, -110.79]",-110.79,32.2006,32.2967,-111.167,Saguaro National Park,2014-01-27
United States - Arizona,5,"[32.2667, -110.89]",-110.89,32.2667,32.2967,-111.167,Saguaro National Park,2014-01-25
United States - Arizona,5,"[32.2667, -110.89]",-110.89,32.2667,32.2967,-111.167,Saguaro National Park,2014-01-25
United States - Arizona,5,"[32.2219, -110.935]",-110.935,32.2219,32.2967,-111.167,Saguaro National Park,2016-05-01
United States - Arizona,5,"[32.3725, -111.128]",-111.12799999999999,32.3725,32.2967,-111.167,Saguaro National Park,2014-04-24
United States - Arizona,5,"[32.1674, -110.835]",-110.835,32.1674,32.2967,-111.167,Saguaro National Park,2014-04-22
United States - Arizona,5,"[32.2217, -110.926]",-110.926,32.2217,32.2967,-111.167,Saguaro National Park,2014-04-24
United States - Arizona,5,"[32.2416, -111.018]",-111.01799999999999,32.2416,32.2967,-111.167,Saguaro National Park,2014-04-28
United States - Arizona,5,"[32.2354, -110.773]",-110.773,32.2354,32.2967,-111.167,Saguaro National Park,2014-04-28
United States - Arizona,5,"[32.2211, -110.824]",-110.824,32.2211,32.2967,-111.167,Saguaro National Park,2014-04-28
United States - Arizona,5,"[32.2211, -110.824]",-110.824,32.2211,32.2967,-111.167,Saguaro National Park,2014-04-29
United States - Arizona,5,"[32.1805, -111.009]",-111.009,32.1805,32.2967,-111.167,Saguaro National Park,2014-06-22
United States - Arizona,5,"[32.4426, -110.789]",-110.789,32.4426,32.2967,-111.167,Saguaro National Park,2014-06-23
United States - Arizona,5,"[32.3725, -111.128]",-111.12799999999999,32.3725,32.2967,-111.167,Saguaro National Park,2014-02-26
United States - Arizona,5,"[32.266, -110.889]",-110.889,32.266,32.2967,-111.167,Saguaro National Park,2014-03-19
United States - Arizona,5,"[32.2658, -110.889]",-110.889,32.2658,32.2967,-111.167,Saguaro National Park,2014-03-19
United States - Arizona,5,"[32.2654, -110.888]",-110.88799999999999,32.2654,32.2967,-111.167,Saguaro National Park,2014-03-24
United States - Arizona,5,"[32.2654, -110.888]",-110.88799999999999,32.2654,32.2967,-111.167,Saguaro National Park,2014-03-27
United States - Arizona,5,"[32.2654, -110.888]",-110.88799999999999,32.2654,32.2967,-111.167,Saguaro National Park,2014-03-27
United States - Arizona,5,"[32.2654, -110.888]",-110.88799999999999,32.2654,32.2967,-111.167,Saguaro National Park,2014-03-27
United States - Arizona,5,"[32.3725, -111.128]",-111.12799999999999,32.3725,32.2967,-111.167,Saguaro National Park,2014-03-31
United States - Arizona,5,"[32.2415, -111.081]",-111.081,32.2415,32.2967,-111.167,Saguaro National Park,2014-03-29
United States - Arizona,5,"[32.2415, -111.081]",-111.081,32.2415,32.2967,-111.167,Saguaro National Park,2014-03-29
United States - Arizona,5,"[32.242, -111.037]",-111.037,32.242,32.2967,-111.167,Saguaro National Park,2014-03-29
United States - Arizona,5,"[32.3725, -111.128]",-111.12799999999999,32.3725,32.2967,-111.167,Saguaro National Park,2014-04-01
United States - Arizona,5,"[32.2705, -110.891]",-110.891,32.2705,32.2967,-111.167,Saguaro National Park,2014-04-01
United States - Arizona,5,"[32.2701, -110.891]",-110.891,32.2701,32.2967,-111.167,Saguaro National Park,2014-04-01
United States - Arizona,5,"[32.2684, -110.889]",-110.889,32.2684,32.2967,-111.167,Saguaro National Park,2014-04-01
United States - Arizona,5,"[32.2714, -110.888]",-110.88799999999999,32.2714,32.2967,-111.167,Saguaro National Park,2014-04-01
United States - Arizona,5,"[32.2388, -111.034]",-111.03399999999999,32.2388,32.2967,-111.167,Saguaro National Park,2014-06-16
United States - Arizona,5,"[32.3725, -111.128]",-111.12799999999999,32.3725,32.2967,-111.167,Saguaro National Park,2014-05-21
United States - Arizona,5,"[32.2559, -110.829]",-110.829,32.2559,32.2967,-111.167,Saguaro National Park,2014-04-23
United States - Arizona,5,"[32.181, -110.789]",-110.789,32.181,32.2967,-111.167,Saguaro National Park,2014-04-23
United States - Arizona,5,"[32.2699, -111.037]",-111.037,32.2699,32.2967,-111.167,Saguaro National Park,2015-10-07
United States - Arizona,5,"[32.4416, -110.972]",-110.97200000000001,32.4416,32.2967,-111.167,Saguaro National Park,2015-10-10
United States - Arizona,5,"[32.3045, -111.087]",-111.087,32.3045,32.2967,-111.167,Saguaro National Park,2009-03-28
United States - Arizona,5,"[32.2725, -110.968]",-110.96799999999999,32.2725,32.2967,-111.167,Saguaro National Park,2009-03-29
United States - Arizona,5,"[32.2704, -110.967]",-110.96700000000001,32.2704,32.2967,-111.167,Saguaro National Park,2009-03-29
United States - Arizona,5,"[32.2104, -110.992]",-110.992,32.2104,32.2967,-111.167,Saguaro National Park,2009-03-31
United States - Arizona,5,"[32.2104, -110.992]",-110.992,32.2104,32.2967,-111.167,Saguaro National Park,2009-04-02
United States - Arizona,5,"[32.1111, -110.867]",-110.867,32.1111,32.2967,-111.167,Saguaro National Park,2007-03-11
United States - Arizona,5,"[32.5497, -110.865]",-110.865,32.5497,32.2967,-111.167,Saguaro National Park,2007-03-12
United States - Arizona,5,"[32.1146, -110.797]",-110.79700000000001,32.1146,32.2967,-111.167,Saguaro National Park,2007-03-12
United States - Arizona,5,"[32.4105, -111.029]",-111.029,32.4105,32.2967,-111.167,Saguaro National Park,2007-03-12
United States - Arizona,5,"[32.25, -111.03]",-111.03,32.25,32.2967,-111.167,Saguaro National Park,2007-03-12
United States - Arizona,5,"[32.06, -110.93]",-110.93,32.06,32.2967,-111.167,Saguaro National Park,2007-03-13
United States - Arizona,5,"[32.198, -111.096]",-111.096,32.198,32.2967,-111.167,Saguaro National Park,2009-03-18
United States - Arizona,5,"[32.0582, -111.084]",-111.084,32.0582,32.2967,-111.167,Saguaro National Park,2009-03-18
United States - Arizona,5,"[32.2349, -110.799]",-110.79899999999999,32.2349,32.2967,-111.167,Saguaro National Park,2009-03-18
United States - Arizona,5,"[32.235, -110.974]",-110.97399999999999,32.235,32.2967,-111.167,Saguaro National Park,2009-03-17
United States - Arizona,5,"[31.9755, -111.022]",-111.022,31.9755,32.2967,-111.167,Saguaro National Park,2010-03-19
United States - Arizona,5,"[31.9841, -110.971]",-110.971,31.9841,32.2967,-111.167,Saguaro National Park,2010-03-19
United States - Arizona,5,"[32.2217, -110.926]",-110.926,32.2217,32.2967,-111.167,Saguaro National Park,2009-03-17
United States - Arizona,5,"[32.3803, -111.138]",-111.13799999999999,32.3803,32.2967,-111.167,Saguaro National Park,2009-03-21
United States - Arizona,5,"[32.1196, -111.031]",-111.031,32.1196,32.2967,-111.167,Saguaro National Park,2009-03-21
United States - Arizona,5,"[32.171, -110.799]",-110.79899999999999,32.171,32.2967,-111.167,Saguaro National Park,2009-03-24
United States - Arizona,5,"[36.0512, -112.116]",-112.116,36.0512,36.107,-112.113,Grand Canyon National Park,2009-03-24
United States - Arizona,5,"[31.9, -111.0]",-111.0,31.9,32.2967,-111.167,Saguaro National Park,2009-03-23
United States - Arizona,5,"[32.3262, -110.899]",-110.899,32.3262,32.2967,-111.167,Saguaro National Park,2009-03-19
United States - Arizona,5,"[32.411, -110.977]",-110.977,32.411,32.2967,-111.167,Saguaro National Park,2009-03-26
United States - Arizona,5,"[32.3248, -111.026]",-111.02600000000001,32.3248,32.2967,-111.167,Saguaro National Park,2009-03-26
United States - Arizona,5,"[32.2679, -110.972]",-110.97200000000001,32.2679,32.2967,-111.167,Saguaro National Park,2009-03-28
United States - Arizona,5,"[32.42, -111.0]",-111.0,32.42,32.2967,-111.167,Saguaro National Park,2009-03-28
United States - Arizona,5,"[32.2605, -110.963]",-110.963,32.2605,32.2967,-111.167,Saguaro National Park,2009-03-28
United States - Arizona,5,"[32.2353, -110.904]",-110.904,32.2353,32.2967,-111.167,Saguaro National Park,2009-03-28
United States - Arizona,5,"[36.0492, -112.119]",-112.119,36.0492,36.107,-112.113,Grand Canyon National Park,2009-03-25
United States - Arizona,5,"[32.15, -111.004]",-111.00399999999999,32.15,32.2967,-111.167,Saguaro National Park,2006-03-27
United States - Arizona,5,"[32.15, -111.004]",-111.00399999999999,32.15,32.2967,-111.167,Saguaro National Park,2006-03-23
United States - Arizona,5,"[32.417, -110.988]",-110.988,32.417,32.2967,-111.167,Saguaro National Park,2006-03-23
United States - Arizona,5,"[32.221, -110.849]",-110.84899999999999,32.221,32.2967,-111.167,Saguaro National Park,2006-03-24
United States - Arizona,5,"[32.153, -110.94]",-110.94,32.153,32.2967,-111.167,Saguaro National Park,2006-03-28
United States - Arizona,5,"[32.25, -110.95]",-110.95,32.25,32.2967,-111.167,Saguaro National Park,2006-03-28
United States - Arizona,5,"[32.25, -110.883]",-110.883,32.25,32.2967,-111.167,Saguaro National Park,2006-03-28
United States - Arizona,5,"[32.3103, -110.978]",-110.978,32.3103,32.2967,-111.167,Saguaro National Park,2013-05-08
United States - Arizona,5,"[32.323, -110.977]",-110.977,32.323,32.2967,-111.167,Saguaro National Park,2013-05-08
United States - Arizona,5,"[32.3241, -111.002]",-111.00200000000001,32.3241,32.2967,-111.167,Saguaro National Park,2013-05-08
United States - Arizona,5,"[32.3645, -111.242]",-111.242,32.3645,32.2967,-111.167,Saguaro National Park,2012-01-20
United States - Arizona,5,"[32.1711, -111.072]",-111.072,32.1711,32.2967,-111.167,Saguaro National Park,2012-03-21
United States - Arizona,5,"[32.4443, -110.981]",-110.98100000000001,32.4443,32.2967,-111.167,Saguaro National Park,2012-04-18
United States - Arizona,5,"[32.1073, -110.797]",-110.79700000000001,32.1073,32.2967,-111.167,Saguaro National Park,2012-04-19
United States - Arizona,5,"[32.1107, -111.072]",-111.072,32.1107,32.2967,-111.167,Saguaro National Park,2012-04-19
United States - Arizona,5,"[32.2511, -111.032]",-111.03200000000001,32.2511,32.2967,-111.167,Saguaro National Park,2012-04-19
United States - Arizona,5,"[32.1766, -111.103]",-111.103,32.1766,32.2967,-111.167,Saguaro National Park,2017-01-22
United States - Arizona,5,"[32.2396, -110.789]",-110.789,32.2396,32.2967,-111.167,Saguaro National Park,2017-01-25
United States - Arizona,5,"[32.3166, -110.881]",-110.881,32.3166,32.2967,-111.167,Saguaro National Park,2017-02-05
United States - Arizona,5,"[32.2396, -110.789]",-110.789,32.2396,32.2967,-111.167,Saguaro National Park,2017-02-27
United States - Arizona,5,"[32.2064, -110.76]",-110.76,32.2064,32.2967,-111.167,Saguaro National Park,2017-02-18
United States - Arizona,5,"[32.488, -110.912]",-110.912,32.488,32.2967,-111.167,Saguaro National Park,2017-03-23
United States - Arizona,5,"[32.1787, -110.892]",-110.89200000000001,32.1787,32.2967,-111.167,Saguaro National Park,2008-02-29
United States - Arizona,5,"[32.2291, -110.959]",-110.959,32.2291,32.2967,-111.167,Saguaro National Park,2008-02-29
United States - Arizona,5,"[32.2284, -110.957]",-110.95700000000001,32.2284,32.2967,-111.167,Saguaro National Park,2008-03-01
United States - Arizona,5,"[32.4116, -111.01]",-111.01,32.4116,32.2967,-111.167,Saguaro National Park,2008-03-01
United States - Arizona,5,"[32.2343, -110.95]",-110.95,32.2343,32.2967,-111.167,Saguaro National Park,2008-03-02
United States - Arizona,5,"[32.3521, -111.01]",-111.01,32.3521,32.2967,-111.167,Saguaro National Park,2008-03-05
United States - Arizona,5,"[32.2289, -110.951]",-110.95100000000001,32.2289,32.2967,-111.167,Saguaro National Park,2008-03-06
United States - Arizona,5,"[32.1974, -110.894]",-110.89399999999999,32.1974,32.2967,-111.167,Saguaro National Park,2008-03-06
United States - Arizona,5,"[32.2189, -111.029]",-111.029,32.2189,32.2967,-111.167,Saguaro National Park,2008-03-06
United States - Arizona,5,"[32.3983, -110.997]",-110.99700000000001,32.3983,32.2967,-111.167,Saguaro National Park,2008-03-06
United States - Arizona,5,"[32.2243, -110.969]",-110.969,32.2243,32.2967,-111.167,Saguaro National Park,2008-03-06
United States - Arizona,5,"[32.217, -110.971]",-110.971,32.217,32.2967,-111.167,Saguaro National Park,2008-03-06
United States - Arizona,5,"[32.4139, -110.993]",-110.993,32.4139,32.2967,-111.167,Saguaro National Park,2008-03-06
United States - Arizona,5,"[32.4171, -110.95]",-110.95,32.4171,32.2967,-111.167,Saguaro National Park,2008-03-07
United States - Arizona,5,"[32.4085, -111.011]",-111.01100000000001,32.4085,32.2967,-111.167,Saguaro National Park,2008-03-07
United States - Arizona,5,"[32.248, -110.947]",-110.947,32.248000000000005,32.2967,-111.167,Saguaro National Park,2008-03-07
United States - Arizona,5,"[32.2859, -110.861]",-110.861,32.2859,32.2967,-111.167,Saguaro National Park,2008-03-08
United States - Arizona,5,"[32.3166, -110.88]",-110.88,32.3166,32.2967,-111.167,Saguaro National Park,2008-03-08
United States - Arizona,5,"[32.5599, -110.741]",-110.741,32.5599,32.2967,-111.167,Saguaro National Park,2008-03-08
United States - Arizona,5,"[31.9032, -110.981]",-110.98100000000001,31.9032,32.2967,-111.167,Saguaro National Park,2008-03-08
United States - Arizona,5,"[31.99, -110.97]",-110.97,31.99,32.2967,-111.167,Saguaro National Park,2007-03-19
United States - Arizona,5,"[32.257, -111.071]",-111.071,32.257,32.2967,-111.167,Saguaro National Park,2007-03-19
United States - Arizona,5,"[32.4061, -111.051]",-111.051,32.4061,32.2967,-111.167,Saguaro National Park,2007-03-14
United States - Arizona,5,"[32.4197, -110.989]",-110.98899999999999,32.4197,32.2967,-111.167,Saguaro National Park,2007-03-14
United States - Arizona,5,"[32.3908, -111.026]",-111.02600000000001,32.3908,32.2967,-111.167,Saguaro National Park,2007-03-14
United States - Arizona,5,"[32.4189, -111.004]",-111.00399999999999,32.4189,32.2967,-111.167,Saguaro National Park,2007-03-14
United States - Arizona,5,"[32.512, -110.915]",-110.915,32.512,32.2967,-111.167,Saguaro National Park,2007-03-15
United States - Arizona,5,"[32.1333, -110.9]",-110.9,32.1333,32.2967,-111.167,Saguaro National Park,2007-03-15
United States - Arizona,5,"[32.1167, -110.967]",-110.96700000000001,32.1167,32.2967,-111.167,Saguaro National Park,2007-03-09
United States - Arizona,5,"[32.3722, -110.867]",-110.867,32.3722,32.2967,-111.167,Saguaro National Park,2007-03-09
United States - Arizona,5,"[32.2353, -110.785]",-110.785,32.2353,32.2967,-111.167,Saguaro National Park,2007-03-13
United States - Arizona,5,"[32.233, -110.773]",-110.773,32.233000000000004,32.2967,-111.167,Saguaro National Park,2007-03-13
United States - Arizona,5,"[32.1094, -110.769]",-110.76899999999999,32.1094,32.2967,-111.167,Saguaro National Park,2007-03-13
United States - Arizona,5,"[32.276, -111.063]",-111.06299999999999,32.275999999999996,32.2967,-111.167,Saguaro National Park,2012-02-12
United States - Arizona,5,"[32.2565, -111.061]",-111.061,32.2565,32.2967,-111.167,Saguaro National Park,2012-02-12
United States - Arizona,5,"[32.245, -111.063]",-111.06299999999999,32.245,32.2967,-111.167,Saguaro National Park,2012-02-12
United States - Arizona,5,"[32.2293, -111.063]",-111.06299999999999,32.2293,32.2967,-111.167,Saguaro National Park,2012-02-13
United States - Arizona,5,"[32.3476, -111.039]",-111.039,32.3476,32.2967,-111.167,Saguaro National Park,2013-01-04
United States - Arizona,5,"[32.4618, -110.938]",-110.93799999999999,32.4618,32.2967,-111.167,Saguaro National Park,2013-01-05
United States - Arizona,5,"[32.3476, -111.039]",-111.039,32.3476,32.2967,-111.167,Saguaro National Park,2013-01-07
United States - Arizona,5,"[32.1996, -110.785]",-110.785,32.1996,32.2967,-111.167,Saguaro National Park,2013-04-02
United States - Arizona,5,"[32.2924, -110.795]",-110.795,32.2924,32.2967,-111.167,Saguaro National Park,2013-03-05
United States - Arizona,5,"[32.2441, -110.822]",-110.822,32.2441,32.2967,-111.167,Saguaro National Park,2013-04-06
United States - Arizona,5,"[32.1982, -111.096]",-111.096,32.1982,32.2967,-111.167,Saguaro National Park,2013-04-07
United States - Arizona,5,"[32.3728, -111.128]",-111.12799999999999,32.3728,32.2967,-111.167,Saguaro National Park,2012-01-17
United States - Arizona,5,"[32.2924, -110.755]",-110.755,32.2924,32.2967,-111.167,Saguaro National Park,2012-01-17
United States - Arizona,5,"[32.3726, -111.128]",-111.12799999999999,32.3726,32.2967,-111.167,Saguaro National Park,2013-08-08
United States - Arizona,5,"[32.4189, -110.992]",-110.992,32.4189,32.2967,-111.167,Saguaro National Park,2007-03-16
United States - Arizona,5,"[32.512, -110.915]",-110.915,32.512,32.2967,-111.167,Saguaro National Park,2007-03-16
United States - Arizona,5,"[32.217, -110.971]",-110.971,32.217,32.2967,-111.167,Saguaro National Park,2008-03-02
United States - Arizona,5,"[32.16, -111.03]",-111.03,32.16,32.2967,-111.167,Saguaro National Park,2008-03-02
United States - Arizona,5,"[32.4171, -110.95]",-110.95,32.4171,32.2967,-111.167,Saguaro National Park,2008-03-03
United States - Arizona,5,"[32.4104, -110.989]",-110.98899999999999,32.4104,32.2967,-111.167,Saguaro National Park,2008-03-03
United States - Arizona,5,"[32.4067, -110.987]",-110.98700000000001,32.4067,32.2967,-111.167,Saguaro National Park,2008-03-03
United States - Arizona,5,"[32.25, -111.02]",-111.02,32.25,32.2967,-111.167,Saguaro National Park,2008-03-03
United States - Arizona,5,"[32.1302, -111.088]",-111.088,32.1302,32.2967,-111.167,Saguaro National Park,2006-03-24
United States - Arizona,5,"[32.3, -110.867]",-110.867,32.3,32.2967,-111.167,Saguaro National Park,2006-03-29
United States - Arizona,5,"[32.12, -110.924]",-110.92399999999999,32.12,32.2967,-111.167,Saguaro National Park,2006-03-26
United States - Arizona,5,"[32.23, -110.995]",-110.995,32.23,32.2967,-111.167,Saguaro National Park,2006-03-29
United States - Arizona,5,"[32.4083, -111.011]",-111.01100000000001,32.4083,32.2967,-111.167,Saguaro National Park,2008-02-27
United States - Arizona,5,"[32.25, -111.04]",-111.04,32.25,32.2967,-111.167,Saguaro National Park,2008-02-27
United States - Arizona,5,"[32.4239, -111.006]",-111.006,32.4239,32.2967,-111.167,Saguaro National Park,2008-02-27
United States - Arizona,5,"[32.23, -110.94]",-110.94,32.23,32.2967,-111.167,Saguaro National Park,2008-02-28
United States - Arizona,5,"[32.2315, -110.986]",-110.986,32.2315,32.2967,-111.167,Saguaro National Park,2008-02-28
United States - Arizona,5,"[32.436, -110.969]",-110.969,32.436,32.2967,-111.167,Saguaro National Park,2006-03-28
United States - Arizona,5,"[32.281, -111.035]",-111.035,32.281,32.2967,-111.167,Saguaro National Park,2006-03-24
United States - Arizona,5,"[32.375, -111.021]",-111.021,32.375,32.2967,-111.167,Saguaro National Park,2006-03-29
United States - Arizona,5,"[32.25, -110.917]",-110.917,32.25,32.2967,-111.167,Saguaro National Park,2006-03-28
United States - Arizona,5,"[32.147, -111.015]",-111.015,32.147,32.2967,-111.167,Saguaro National Park,2006-03-23
United States - Arizona,5,"[32.423, -110.992]",-110.992,32.423,32.2967,-111.167,Saguaro National Park,2006-03-30
United States - Arizona,5,"[32.225, -111.034]",-111.03399999999999,32.225,32.2967,-111.167,Saguaro National Park,2007-03-21
United States - Arizona,5,"[32.223, -111.101]",-111.101,32.223,32.2967,-111.167,Saguaro National Park,2007-03-21
United States - Arizona,5,"[32.217, -111.103]",-111.103,32.217,32.2967,-111.167,Saguaro National Park,2007-03-21
United States - Arizona,5,"[32.192, -111.103]",-111.103,32.192,32.2967,-111.167,Saguaro National Park,2007-03-21
United States - Arizona,5,"[32.176, -111.028]",-111.02799999999999,32.176,32.2967,-111.167,Saguaro National Park,2007-03-21
United States - Arizona,5,"[32.275, -110.894]",-110.89399999999999,32.275,32.2967,-111.167,Saguaro National Park,2007-03-22
United States - Arizona,5,"[32.2931, -110.794]",-110.794,32.2931,32.2967,-111.167,Saguaro National Park,2007-03-23
United States - Arizona,5,"[32.2931, -110.794]",-110.794,32.2931,32.2967,-111.167,Saguaro National Park,2007-03-23
United States - Arizona,5,"[32.22, -110.889]",-110.889,32.22,32.2967,-111.167,Saguaro National Park,2007-03-25
United States - Arizona,5,"[32.29, -111.06]",-111.06,32.29,32.2967,-111.167,Saguaro National Park,2007-03-28
United States - Arizona,5,"[32.2, -110.77]",-110.77,32.2,32.2967,-111.167,Saguaro National Park,2006-03-24
United States - Arizona,5,"[32.436, -110.969]",-110.969,32.436,32.2967,-111.167,Saguaro National Park,2006-03-25
United States - Arizona,5,"[32.22, -110.907]",-110.90700000000001,32.22,32.2967,-111.167,Saguaro National Park,2006-03-22
United States - Arizona,5,"[31.87, -110.98]",-110.98,31.87,32.2967,-111.167,Saguaro National Park,2007-03-29
United States - Arizona,5,"[31.8667, -110.967]",-110.96700000000001,31.8667,32.2967,-111.167,Saguaro National Park,2007-03-29
United States - Arizona,5,"[32.32, -111.21]",-111.21,32.32,32.2967,-111.167,Saguaro National Park,2007-03-30
United States - Arizona,5,"[32.3, -111.32]",-111.32,32.3,32.2967,-111.167,Saguaro National Park,2007-03-30
United States - Arizona,5,"[32.2142, -110.884]",-110.884,32.2142,32.2967,-111.167,Saguaro National Park,2008-03-04
United States - Arizona,5,"[32.4073, -111.004]",-111.00399999999999,32.4073,32.2967,-111.167,Saguaro National Park,2008-03-04
United States - Arizona,5,"[32.217, -110.971]",-110.971,32.217,32.2967,-111.167,Saguaro National Park,2008-03-04
United States - Arizona,5,"[32.2227, -110.942]",-110.94200000000001,32.2227,32.2967,-111.167,Saguaro National Park,2008-03-04
United States - Arizona,5,"[31.9326, -111.003]",-111.00299999999999,31.9326,32.2967,-111.167,Saguaro National Park,2008-03-05
