Country,Limiting Magnitude,Coordinates,Longitude_x,Latitude_x,Latitude_y,Longitude_y,Park,Date
United States - Arizona,1,"[32.25, -110.883]",-110.883,32.25,32.2967,-111.167,Saguaro National Park,2006-03-27
United States - Arizona,1,"[32.1937, -110.78]",-110.78,32.1937,32.2967,-111.167,Saguaro National Park,2017-01-25
United States - Arizona,1,"[32.1939, -110.778]",-110.77799999999999,32.1939,32.2967,-111.167,Saguaro National Park,2017-02-20
United States - Arizona,1,"[32.2294, -110.951]",-110.95100000000001,32.2294,32.2967,-111.167,Saguaro National Park,2008-02-29
United States - Arizona,1,"[32.2304, -110.962]",-110.962,32.2304,32.2967,-111.167,Saguaro National Park,2008-03-04
United States - Arizona,1,"[32.166, -110.969]",-110.969,32.166,32.2967,-111.167,Saguaro National Park,2010-03-13
United States - Arizona,1,"[32.2336, -110.938]",-110.93799999999999,32.2336,32.2967,-111.167,Saguaro National Park,2010-03-16
United States - Arizona,1,"[32.4215, -110.978]",-110.978,32.4215,32.2967,-111.167,Saguaro National Park,2010-03-16
United States - Arizona,1,"[32.2016, -110.758]",-110.758,32.2016,32.2967,-111.167,Saguaro National Park,2010-03-15
United States - Arizona,1,"[32.2093, -110.778]",-110.77799999999999,32.2093,32.2967,-111.167,Saguaro National Park,2013-03-12
United States - Arizona,1,"[32.1526, -111.004]",-111.00399999999999,32.1526,32.2967,-111.167,Saguaro National Park,2013-03-12
United States - Arizona,1,"[32.3279, -110.932]",-110.932,32.3279,32.2967,-111.167,Saguaro National Park,2011-03-02
United States - Arizona,1,"[32.2337, -110.876]",-110.876,32.2337,32.2967,-111.167,Saguaro National Park,2011-03-06
United States - Arizona,1,"[32.1928, -110.839]",-110.839,32.1928,32.2967,-111.167,Saguaro National Park,2013-05-03
United States - Arizona,1,"[32.2178, -110.855]",-110.855,32.2178,32.2967,-111.167,Saguaro National Park,2013-05-05
United States - Arizona,1,"[32.2514, -110.818]",-110.818,32.2514,32.2967,-111.167,Saguaro National Park,2013-05-06
United States - Arizona,1,"[32.1668, -110.747]",-110.74700000000001,32.1668,32.2967,-111.167,Saguaro National Park,2011-04-03
United States - Arizona,1,"[32.2486, -110.79]",-110.79,32.2486,32.2967,-111.167,Saguaro National Park,2011-04-04
United States - Arizona,1,"[32.1637, -110.821]",-110.821,32.1637,32.2967,-111.167,Saguaro National Park,2011-03-26
United States - Arizona,1,"[32.2291, -110.728]",-110.728,32.2291,32.2967,-111.167,Saguaro National Park,2011-04-02
United States - Arizona,1,"[32.1444, -110.73]",-110.73,32.1444,32.2967,-111.167,Saguaro National Park,2011-04-02
United States - Arizona,1,"[32.1209, -111.041]",-111.041,32.1209,32.2967,-111.167,Saguaro National Park,2010-03-06
United States - Arizona,1,"[32.43, -110.965]",-110.965,32.43,32.2967,-111.167,Saguaro National Park,2010-03-05
United States - Arizona,1,"[31.9263, -110.985]",-110.985,31.9263,32.2967,-111.167,Saguaro National Park,2010-03-03
United States - Arizona,1,"[32.2007, -110.795]",-110.795,32.2007,32.2967,-111.167,Saguaro National Park,2011-03-31
United States - Arizona,1,"[32.4162, -110.99]",-110.99,32.4162,32.2967,-111.167,Saguaro National Park,2012-02-19
United States - Arizona,1,"[32.4131, -111.012]",-111.012,32.4131,32.2967,-111.167,Saguaro National Park,2012-02-18
United States - Arizona,1,"[32.4084, -111.012]",-111.012,32.4084,32.2967,-111.167,Saguaro National Park,2012-02-20
United States - Arizona,1,"[32.4084, -111.012]",-111.012,32.4084,32.2967,-111.167,Saguaro National Park,2012-02-20
United States - Arizona,1,"[32.2379, -110.873]",-110.87299999999999,32.2379,32.2967,-111.167,Saguaro National Park,2013-03-09
United States - Arizona,1,"[32.2046, -110.831]",-110.831,32.2046,32.2967,-111.167,Saguaro National Park,2013-04-02
United States - Arizona,1,"[32.2241, -110.936]",-110.936,32.2241,32.2967,-111.167,Saguaro National Park,2013-04-03
United States - Arizona,1,"[32.2241, -110.936]",-110.936,32.2241,32.2967,-111.167,Saguaro National Park,2013-04-04
United States - Arizona,1,"[32.2978, -110.98]",-110.98,32.2978,32.2967,-111.167,Saguaro National Park,2012-03-22
United States - Arizona,1,"[32.2979, -110.993]",-110.993,32.2979,32.2967,-111.167,Saguaro National Park,2012-03-22
United States - Arizona,1,"[32.5805, -110.849]",-110.84899999999999,32.5805,32.2967,-111.167,Saguaro National Park,2012-03-17
United States - Arizona,1,"[32.6966, -111.468]",-111.46799999999999,32.6966,32.2967,-111.167,Saguaro National Park,2012-03-18
United States - Arizona,1,"[32.2526, -110.794]",-110.794,32.2526,32.2967,-111.167,Saguaro National Park,2013-02-03
United States - Arizona,1,"[32.2026, -111.006]",-111.006,32.2026,32.2967,-111.167,Saguaro National Park,2014-03-30
United States - Arizona,1,"[32.3225, -110.979]",-110.979,32.3225,32.2967,-111.167,Saguaro National Park,2014-03-30
United States - Arizona,1,"[32.2288, -110.994]",-110.994,32.2288,32.2967,-111.167,Saguaro National Park,2014-03-30
United States - Arizona,1,"[32.1998, -110.926]",-110.926,32.1998,32.2967,-111.167,Saguaro National Park,2014-03-30
United States - Arizona,1,"[32.1948, -110.918]",-110.91799999999999,32.1948,32.2967,-111.167,Saguaro National Park,2014-03-30
United States - Arizona,1,"[32.4465, -111.003]",-111.00299999999999,32.4465,32.2967,-111.167,Saguaro National Park,2014-05-19
United States - Arizona,1,"[32.2189, -110.81]",-110.81,32.2189,32.2967,-111.167,Saguaro National Park,2013-04-29
United States - Arizona,1,"[32.2299, -110.791]",-110.791,32.2299,32.2967,-111.167,Saguaro National Park,2013-05-01
United States - Arizona,1,"[32.1838, -110.809]",-110.809,32.1838,32.2967,-111.167,Saguaro National Park,2013-05-01
United States - Arizona,1,"[32.2441, -110.822]",-110.822,32.2441,32.2967,-111.167,Saguaro National Park,2013-05-02
United States - Arizona,1,"[32.2514, -110.818]",-110.818,32.2514,32.2967,-111.167,Saguaro National Park,2013-05-06
United States - Arizona,1,"[32.2871, -110.784]",-110.78399999999999,32.2871,32.2967,-111.167,Saguaro National Park,2013-04-08
United States - Arizona,1,"[32.2215, -110.935]",-110.935,32.2215,32.2967,-111.167,Saguaro National Park,2010-03-12
United States - Arizona,1,"[32.3877, -111.138]",-111.13799999999999,32.3877,32.2967,-111.167,Saguaro National Park,2010-03-12
United States - Arizona,1,"[32.1834, -110.79]",-110.79,32.1834,32.2967,-111.167,Saguaro National Park,2010-03-11
United States - Arizona,1,"[32.2087, -110.902]",-110.902,32.2087,32.2967,-111.167,Saguaro National Park,2014-09-17
United States - Arizona,1,"[32.2754, -110.785]",-110.785,32.2754,32.2967,-111.167,Saguaro National Park,2012-01-22
United States - Arizona,1,"[32.2087, -110.902]",-110.902,32.2087,32.2967,-111.167,Saguaro National Park,2014-06-25
United States - Arizona,1,"[32.2885, -110.986]",-110.986,32.2885,32.2967,-111.167,Saguaro National Park,2014-06-21
United States - Arizona,1,"[32.2087, -110.902]",-110.902,32.2087,32.2967,-111.167,Saguaro National Park,2014-06-26
United States - Arizona,1,"[32.4044, -110.986]",-110.986,32.4044,32.2967,-111.167,Saguaro National Park,2013-04-05
United States - Arizona,1,"[32.2087, -110.902]",-110.902,32.2087,32.2967,-111.167,Saguaro National Park,2014-12-20
United States - Arizona,1,"[32.2176, -110.804]",-110.804,32.2176,32.2967,-111.167,Saguaro National Park,2014-04-23
United States - Arizona,1,"[32.2426, -110.827]",-110.82700000000001,32.2426,32.2967,-111.167,Saguaro National Park,2014-04-23
United States - Arizona,1,"[32.2241, -110.936]",-110.936,32.2241,32.2967,-111.167,Saguaro National Park,2013-03-09
United States - Arizona,1,"[32.1993, -110.795]",-110.795,32.1993,32.2967,-111.167,Saguaro National Park,2012-04-14
United States - Arizona,1,"[32.2217, -110.926]",-110.926,32.2217,32.2967,-111.167,Saguaro National Park,2012-03-19
United States - Arizona,1,"[32.2978, -110.98]",-110.98,32.2978,32.2967,-111.167,Saguaro National Park,2012-04-20
United States - Arizona,1,"[32.3061, -111.016]",-111.016,32.3061,32.2967,-111.167,Saguaro National Park,2012-04-19
United States - Arizona,1,"[32.2141, -110.816]",-110.816,32.2141,32.2967,-111.167,Saguaro National Park,2012-04-20
United States - Arizona,1,"[32.2475, -111.011]",-111.01100000000001,32.2475,32.2967,-111.167,Saguaro National Park,2014-03-25
United States - Arizona,1,"[32.2452, -111.02]",-111.02,32.2452,32.2967,-111.167,Saguaro National Park,2014-03-28
United States - Arizona,1,"[32.2415, -111.021]",-111.021,32.2415,32.2967,-111.167,Saguaro National Park,2014-03-25
United States - Arizona,1,"[32.1353, -110.912]",-110.912,32.1353,32.2967,-111.167,Saguaro National Park,2014-03-26
United States - Arizona,1,"[32.205, -111.027]",-111.027,32.205,32.2967,-111.167,Saguaro National Park,2014-03-27
United States - Arizona,1,"[32.2445, -111.007]",-111.007,32.2445,32.2967,-111.167,Saguaro National Park,2014-01-21
United States - Arizona,1,"[32.2445, -111.007]",-111.007,32.2445,32.2967,-111.167,Saguaro National Park,2014-01-21
United States - Arizona,1,"[32.2966, -110.989]",-110.98899999999999,32.2966,32.2967,-111.167,Saguaro National Park,2014-01-27
United States - Arizona,1,"[32.243, -111.001]",-111.001,32.243,32.2967,-111.167,Saguaro National Park,2014-03-30
United States - Arizona,1,"[32.1284, -110.902]",-110.902,32.1284,32.2967,-111.167,Saguaro National Park,2014-03-30
United States - Arizona,1,"[32.257, -111.019]",-111.01899999999999,32.257,32.2967,-111.167,Saguaro National Park,2014-03-30
United States - Arizona,1,"[32.2086, -110.907]",-110.90700000000001,32.2086,32.2967,-111.167,Saguaro National Park,2016-05-04
United States - Arizona,1,"[32.2576, -110.944]",-110.944,32.2576,32.2967,-111.167,Saguaro National Park,2014-04-24
United States - Arizona,1,"[32.2217, -110.918]",-110.91799999999999,32.2217,32.2967,-111.167,Saguaro National Park,2014-04-25
United States - Arizona,1,"[32.2444, -110.802]",-110.802,32.2444,32.2967,-111.167,Saguaro National Park,2014-04-28
United States - Arizona,1,"[32.2001, -110.786]",-110.786,32.2001,32.2967,-111.167,Saguaro National Park,2014-04-25
United States - Arizona,1,"[32.1855, -111.008]",-111.008,32.1855,32.2967,-111.167,Saguaro National Park,2014-04-28
United States - Arizona,1,"[32.2419, -111.008]",-111.008,32.2419,32.2967,-111.167,Saguaro National Park,2014-04-28
United States - Arizona,1,"[32.2217, -110.926]",-110.926,32.2217,32.2967,-111.167,Saguaro National Park,2014-04-27
United States - Arizona,1,"[32.191, -110.829]",-110.829,32.191,32.2967,-111.167,Saguaro National Park,2014-04-27
United States - Arizona,1,"[32.2221, -110.815]",-110.815,32.2221,32.2967,-111.167,Saguaro National Park,2014-04-21
United States - Arizona,1,"[32.2087, -110.902]",-110.902,32.2087,32.2967,-111.167,Saguaro National Park,2014-07-20
United States - Arizona,1,"[32.4465, -111.003]",-111.00299999999999,32.4465,32.2967,-111.167,Saguaro National Park,2014-05-19
United States - Arizona,1,"[32.1993, -110.889]",-110.889,32.1993,32.2967,-111.167,Saguaro National Park,2014-04-22
United States - Arizona,1,"[32.2176, -110.804]",-110.804,32.2176,32.2967,-111.167,Saguaro National Park,2014-04-23
United States - Arizona,1,"[32.2576, -110.944]",-110.944,32.2576,32.2967,-111.167,Saguaro National Park,2014-04-23
United States - Arizona,1,"[32.2426, -110.827]",-110.82700000000001,32.2426,32.2967,-111.167,Saguaro National Park,2014-04-22
United States - Arizona,1,"[32.2759, -110.962]",-110.962,32.2759,32.2967,-111.167,Saguaro National Park,2009-03-29
United States - Arizona,1,"[32.2709, -111.034]",-111.03399999999999,32.2709,32.2967,-111.167,Saguaro National Park,2009-03-27
United States - Arizona,1,"[32.2684, -110.968]",-110.96799999999999,32.2684,32.2967,-111.167,Saguaro National Park,2009-03-25
United States - Arizona,1,"[32.2091, -110.76]",-110.76,32.2091,32.2967,-111.167,Saguaro National Park,2012-04-20
United States - Arizona,1,"[32.3106, -111.029]",-111.029,32.3106,32.2967,-111.167,Saguaro National Park,2012-04-19
United States - Arizona,1,"[32.3227, -111.013]",-111.01299999999999,32.3227,32.2967,-111.167,Saguaro National Park,2012-04-19
United States - Arizona,1,"[32.3226, -110.976]",-110.976,32.3226,32.2967,-111.167,Saguaro National Park,2012-04-19
United States - Arizona,1,"[32.312, -110.979]",-110.979,32.312,32.2967,-111.167,Saguaro National Park,2012-04-20
United States - Arizona,1,"[32.2978, -110.98]",-110.98,32.2978,32.2967,-111.167,Saguaro National Park,2012-04-20
United States - Arizona,1,"[32.2979, -110.993]",-110.993,32.2979,32.2967,-111.167,Saguaro National Park,2012-04-20
United States - Arizona,1,"[32.2006, -110.757]",-110.757,32.2006,32.2967,-111.167,Saguaro National Park,2017-01-25
United States - Arizona,1,"[32.1939, -110.778]",-110.77799999999999,32.1939,32.2967,-111.167,Saguaro National Park,2017-02-21
United States - Arizona,1,"[32.3959, -110.991]",-110.991,32.3959,32.2967,-111.167,Saguaro National Park,2008-03-07
United States - Arizona,1,"[32.2294, -110.951]",-110.95100000000001,32.2294,32.2967,-111.167,Saguaro National Park,2008-03-07
United States - Arizona,1,"[32.2217, -110.926]",-110.926,32.2217,32.2967,-111.167,Saguaro National Park,2012-01-23
United States - Arizona,1,"[32.2051, -110.811]",-110.811,32.2051,32.2967,-111.167,Saguaro National Park,2013-04-02
United States - Arizona,1,"[32.2872, -110.784]",-110.78399999999999,32.2872,32.2967,-111.167,Saguaro National Park,2013-04-07
United States - Arizona,1,"[32.2316, -110.95]",-110.95,32.2316,32.2967,-111.167,Saguaro National Park,2008-03-03
United States - Arizona,1,"[32.2316, -110.95]",-110.95,32.2316,32.2967,-111.167,Saguaro National Park,2008-03-03
United States - Arizona,1,"[32.2567, -110.888]",-110.88799999999999,32.2567,32.2967,-111.167,Saguaro National Park,2008-02-27
United States - Arizona,1,"[32.381, -111.027]",-111.027,32.381,32.2967,-111.167,Saguaro National Park,2006-03-30
United States - Arizona,1,"[32.256, -110.831]",-110.831,32.256,32.2967,-111.167,Saguaro National Park,2006-03-28
United States - Arizona,1,"[32.25, -110.86]",-110.86,32.25,32.2967,-111.167,Saguaro National Park,2007-03-21
United States - Arizona,1,"[32.26, -110.85]",-110.85,32.26,32.2967,-111.167,Saguaro National Park,2015-02-13
United States - Arizona,1,"[32.1935, -110.828]",-110.82799999999999,32.1935,32.2967,-111.167,Saguaro National Park,2015-02-17
United States - Arizona,1,"[32.1849, -110.779]",-110.779,32.1849,32.2967,-111.167,Saguaro National Park,2015-02-18
United States - Arizona,1,"[32.2087, -110.902]",-110.902,32.2087,32.2967,-111.167,Saguaro National Park,2015-02-13
United States - Arizona,1,"[32.1866, -110.777]",-110.777,32.1866,32.2967,-111.167,Saguaro National Park,2015-02-17
United States - Arizona,1,"[32.2217, -110.926]",-110.926,32.2217,32.2967,-111.167,Saguaro National Park,2016-09-04
United States - Arizona,1,"[32.2292, -110.951]",-110.95100000000001,32.2292,32.2967,-111.167,Saguaro National Park,2016-09-04
United States - Arizona,1,"[32.2305, -110.954]",-110.954,32.2305,32.2967,-111.167,Saguaro National Park,2016-09-11
United States - Arizona,1,"[32.2292, -110.951]",-110.95100000000001,32.2292,32.2967,-111.167,Saguaro National Park,2016-09-12
United States - Arizona,1,"[32.2348, -110.959]",-110.959,32.2348,32.2967,-111.167,Saguaro National Park,2016-09-12
United States - Arizona,1,"[32.1446, -110.941]",-110.941,32.1446,32.2967,-111.167,Saguaro National Park,2016-09-12
United States - Arizona,1,"[32.2757, -110.969]",-110.969,32.2757,32.2967,-111.167,Saguaro National Park,2013-04-30
United States - Arizona,1,"[32.219, -110.807]",-110.807,32.219,32.2967,-111.167,Saguaro National Park,2013-04-30
United States - Arizona,1,"[32.2106, -110.883]",-110.883,32.2106,32.2967,-111.167,Saguaro National Park,2013-05-01
United States - Arizona,1,"[32.2355, -110.782]",-110.78200000000001,32.2355,32.2967,-111.167,Saguaro National Park,2013-01-03
United States - Arizona,1,"[32.2255, -110.849]",-110.84899999999999,32.2255,32.2967,-111.167,Saguaro National Park,2013-03-10
United States - Arizona,1,"[32.2401, -110.776]",-110.77600000000001,32.2401,32.2967,-111.167,Saguaro National Park,2013-03-12
United States - Arizona,1,"[32.1486, -110.963]",-110.963,32.1486,32.2967,-111.167,Saguaro National Park,2015-05-11
United States - Arizona,1,"[32.134, -110.943]",-110.943,32.134,32.2967,-111.167,Saguaro National Park,2015-04-09
United States - Arizona,1,"[32.2087, -110.902]",-110.902,32.2087,32.2967,-111.167,Saguaro National Park,2015-04-13
United States - Arizona,1,"[32.2531, -110.788]",-110.788,32.2531,32.2967,-111.167,Saguaro National Park,2012-04-16
United States - Arizona,1,"[32.1993, -110.795]",-110.795,32.1993,32.2967,-111.167,Saguaro National Park,2012-04-18
United States - Arizona,1,"[32.1637, -110.821]",-110.821,32.1637,32.2967,-111.167,Saguaro National Park,2011-03-24
United States - Arizona,1,"[32.4222, -110.998]",-110.99799999999999,32.4222,32.2967,-111.167,Saguaro National Park,2011-03-06
United States - Arizona,1,"[32.327, -110.944]",-110.944,32.327,32.2967,-111.167,Saguaro National Park,2011-03-06
United States - Arizona,1,"[32.2379, -111.022]",-111.022,32.2379,32.2967,-111.167,Saguaro National Park,2011-03-28
United States - Arizona,1,"[32.2144, -110.843]",-110.84299999999999,32.2144,32.2967,-111.167,Saguaro National Park,2013-02-02
United States - Arizona,1,"[32.2217, -110.926]",-110.926,32.2217,32.2967,-111.167,Saguaro National Park,2013-02-04
United States - Arizona,1,"[32.2241, -110.936]",-110.936,32.2241,32.2967,-111.167,Saguaro National Park,2013-05-07
United States - Arizona,1,"[32.2046, -110.831]",-110.831,32.2046,32.2967,-111.167,Saguaro National Park,2013-05-04
United States - Arizona,1,"[32.2189, -110.81]",-110.81,32.2189,32.2967,-111.167,Saguaro National Park,2013-04-29
United States - Arizona,1,"[32.1773, -110.796]",-110.796,32.1773,32.2967,-111.167,Saguaro National Park,2013-04-29
United States - Arizona,1,"[32.2757, -110.969]",-110.969,32.2757,32.2967,-111.167,Saguaro National Park,2013-04-29
United States - Arizona,1,"[32.2757, -110.969]",-110.969,32.2757,32.2967,-111.167,Saguaro National Park,2013-04-29
United States - Arizona,1,"[32.2753, -110.843]",-110.84299999999999,32.2753,32.2967,-111.167,Saguaro National Park,2012-02-14
United States - Arizona,1,"[32.2369, -110.956]",-110.956,32.2369,32.2967,-111.167,Saguaro National Park,2012-02-15
United States - Arizona,1,"[32.2515, -110.785]",-110.785,32.2515,32.2967,-111.167,Saguaro National Park,2012-02-16
United States - Arizona,1,"[32.3836, -111.048]",-111.04799999999999,32.3836,32.2967,-111.167,Saguaro National Park,2011-03-01
United States - Arizona,1,"[32.2783, -110.941]",-110.941,32.2783,32.2967,-111.167,Saguaro National Park,2011-03-26
United States - Arizona,1,"[32.1167, -110.933]",-110.93299999999999,32.1167,32.2967,-111.167,Saguaro National Park,2010-03-17
United States - Arizona,1,"[32.2118, -110.903]",-110.90299999999999,32.2118,32.2967,-111.167,Saguaro National Park,2010-03-15
United States - Arizona,1,"[32.2308, -110.952]",-110.95200000000001,32.2308,32.2967,-111.167,Saguaro National Park,2010-03-12
United States - Arizona,1,"[32.2215, -110.935]",-110.935,32.2215,32.2967,-111.167,Saguaro National Park,2010-03-13
United States - Arizona,1,"[32.2442, -110.924]",-110.92399999999999,32.2442,32.2967,-111.167,Saguaro National Park,2010-03-13
United States - Arizona,1,"[32.2293, -110.997]",-110.99700000000001,32.2293,32.2967,-111.167,Saguaro National Park,2010-03-15
United States - Arizona,1,"[32.1405, -111.142]",-111.14200000000001,32.1405,32.2967,-111.167,Saguaro National Park,2010-03-16
United States - Arizona,1,"[32.2336, -110.938]",-110.93799999999999,32.2336,32.2967,-111.167,Saguaro National Park,2010-03-16
United States - Arizona,1,"[32.225, -110.935]",-110.935,32.225,32.2967,-111.167,Saguaro National Park,2010-03-13
United States - Arizona,1,"[32.3485, -110.998]",-110.99799999999999,32.3485,32.2967,-111.167,Saguaro National Park,2010-03-10
United States - Arizona,1,"[32.3717, -111.026]",-111.02600000000001,32.3717,32.2967,-111.167,Saguaro National Park,2010-03-10
United States - Arizona,1,"[32.454, -110.991]",-110.991,32.454,32.2967,-111.167,Saguaro National Park,2010-03-08
United States - Arizona,1,"[32.2217, -110.926]",-110.926,32.2217,32.2967,-111.167,Saguaro National Park,2012-03-22
United States - Arizona,1,"[32.2527, -110.949]",-110.949,32.2527,32.2967,-111.167,Saguaro National Park,2012-04-11
United States - Arizona,1,"[32.1208, -111.041]",-111.041,32.1208,32.2967,-111.167,Saguaro National Park,2010-03-05
United States - Arizona,1,"[32.4422, -110.97]",-110.97,32.4422,32.2967,-111.167,Saguaro National Park,2010-03-03
United States - Arizona,1,"[32.372, -111.128]",-111.12799999999999,32.372,32.2967,-111.167,Saguaro National Park,2013-03-05
United States - Arizona,1,"[32.228, -110.805]",-110.805,32.228,32.2967,-111.167,Saguaro National Park,2013-03-05
United States - Arizona,1,"[32.1668, -110.746]",-110.74600000000001,32.1668,32.2967,-111.167,Saguaro National Park,2018-02-13
United States - Arizona,1,"[32.2407, -110.918]",-110.91799999999999,32.2407,32.2967,-111.167,Saguaro National Park,2008-03-01
United States - Arizona,1,"[32.2284, -110.957]",-110.95700000000001,32.2284,32.2967,-111.167,Saguaro National Park,2008-03-04
United States - Arizona,1,"[32.2284, -110.957]",-110.95700000000001,32.2284,32.2967,-111.167,Saguaro National Park,2008-03-04
United States - Arizona,1,"[32.221, -110.925]",-110.925,32.221,32.2967,-111.167,Saguaro National Park,2008-03-04
United States - Arizona,1,"[32.2291, -110.959]",-110.959,32.2291,32.2967,-111.167,Saguaro National Park,2008-03-05
United States - Arizona,1,"[32.229, -110.959]",-110.959,32.229,32.2967,-111.167,Saguaro National Park,2008-03-07
United States - Arizona,1,"[32.1756, -110.932]",-110.932,32.1756,32.2967,-111.167,Saguaro National Park,2008-02-28
United States - Arizona,1,"[32.2633, -110.862]",-110.86200000000001,32.2633,32.2967,-111.167,Saguaro National Park,2008-03-03
United States - Arizona,1,"[32.24, -110.94]",-110.94,32.24,32.2967,-111.167,Saguaro National Park,2008-03-03
United States - Arizona,1,"[32.3258, -111.027]",-111.027,32.3258,32.2967,-111.167,Saguaro National Park,2008-03-04
United States - Arizona,1,"[32.2316, -110.95]",-110.95,32.2316,32.2967,-111.167,Saguaro National Park,2008-03-03
United States - Arizona,1,"[32.2316, -110.95]",-110.95,32.2316,32.2967,-111.167,Saguaro National Park,2008-03-03
United States - Arizona,1,"[32.2922, -110.787]",-110.787,32.2922,32.2967,-111.167,Saguaro National Park,2017-12-17
United States - Arizona,1,"[32.208, -110.788]",-110.788,32.208,32.2967,-111.167,Saguaro National Park,2009-03-28
United States - Arizona,1,"[32.2375, -111.025]",-111.025,32.2375,32.2967,-111.167,Saguaro National Park,2009-03-25
United States - Arizona,1,"[32.2478, -110.95]",-110.95,32.2478,32.2967,-111.167,Saguaro National Park,2010-03-13
United States - Arizona,1,"[32.2524, -110.94]",-110.94,32.2524,32.2967,-111.167,Saguaro National Park,2010-03-13
United States - Arizona,1,"[32.1628, -110.773]",-110.773,32.1628,32.2967,-111.167,Saguaro National Park,2010-03-09
United States - Arizona,1,"[32.2524, -110.94]",-110.94,32.2524,32.2967,-111.167,Saguaro National Park,2010-03-15
United States - Arizona,1,"[32.3113, -110.878]",-110.87799999999999,32.3113,32.2967,-111.167,Saguaro National Park,2011-04-03
United States - Arizona,1,"[32.1157, -110.768]",-110.76799999999999,32.1157,32.2967,-111.167,Saguaro National Park,2011-04-03
United States - Arizona,1,"[32.1477, -110.969]",-110.969,32.1477,32.2967,-111.167,Saguaro National Park,2011-04-06
United States - Arizona,1,"[32.1477, -110.969]",-110.969,32.1477,32.2967,-111.167,Saguaro National Park,2011-04-06
United States - Arizona,1,"[32.1598, -111.006]",-111.006,32.1598,32.2967,-111.167,Saguaro National Park,2014-09-15
United States - Arizona,1,"[32.1241, -111.037]",-111.037,32.1241,32.2967,-111.167,Saguaro National Park,2014-09-15
United States - Arizona,1,"[32.2426, -110.827]",-110.82700000000001,32.2426,32.2967,-111.167,Saguaro National Park,2014-04-24
United States - Arizona,1,"[32.209, -110.898]",-110.898,32.209,32.2967,-111.167,Saguaro National Park,2014-04-25
United States - Arizona,1,"[32.1126, -111.044]",-111.044,32.1126,32.2967,-111.167,Saguaro National Park,2014-04-26
United States - Arizona,1,"[32.2292, -110.994]",-110.994,32.2292,32.2967,-111.167,Saguaro National Park,2014-04-26
United States - Arizona,1,"[32.1166, -111.031]",-111.031,32.1166,32.2967,-111.167,Saguaro National Park,2014-04-26
United States - Arizona,1,"[32.2001, -110.786]",-110.786,32.2001,32.2967,-111.167,Saguaro National Park,2014-04-25
United States - Arizona,1,"[32.205, -111.027]",-111.027,32.205,32.2967,-111.167,Saguaro National Park,2014-04-28
United States - Arizona,1,"[32.1987, -110.948]",-110.948,32.1987,32.2967,-111.167,Saguaro National Park,2014-04-29
United States - Arizona,1,"[32.1892, -110.832]",-110.83200000000001,32.1892,32.2967,-111.167,Saguaro National Park,2014-04-24
United States - Arizona,1,"[32.2087, -110.902]",-110.902,32.2087,32.2967,-111.167,Saguaro National Park,2014-06-18
United States - Arizona,1,"[32.1993, -110.795]",-110.795,32.1993,32.2967,-111.167,Saguaro National Park,2012-04-12
United States - Arizona,1,"[32.2571, -110.957]",-110.95700000000001,32.2571,32.2967,-111.167,Saguaro National Park,2012-04-19
United States - Arizona,1,"[32.3115, -110.98]",-110.98,32.3115,32.2967,-111.167,Saguaro National Park,2012-04-19
United States - Arizona,1,"[32.2979, -110.993]",-110.993,32.2979,32.2967,-111.167,Saguaro National Park,2012-04-20
United States - Arizona,1,"[32.1909, -110.757]",-110.757,32.1909,32.2967,-111.167,Saguaro National Park,2012-02-20
United States - Arizona,1,"[32.407, -111.003]",-111.00299999999999,32.407,32.2967,-111.167,Saguaro National Park,2012-02-19
United States - Arizona,1,"[32.2753, -110.843]",-110.84299999999999,32.2753,32.2967,-111.167,Saguaro National Park,2012-01-23
United States - Arizona,1,"[32.2579, -110.795]",-110.795,32.2579,32.2967,-111.167,Saguaro National Park,2012-02-13
United States - Arizona,1,"[32.256, -110.827]",-110.82700000000001,32.256,32.2967,-111.167,Saguaro National Park,2012-02-15
United States - Arizona,1,"[32.2563, -110.806]",-110.806,32.2563,32.2967,-111.167,Saguaro National Park,2012-02-16
United States - Arizona,1,"[32.1756, -110.85]",-110.85,32.1756,32.2967,-111.167,Saguaro National Park,2012-01-22
United States - Arizona,1,"[32.2346, -110.775]",-110.775,32.2346,32.2967,-111.167,Saguaro National Park,2017-01-19
United States - Arizona,1,"[32.2524, -110.94]",-110.94,32.2524,32.2967,-111.167,Saguaro National Park,2010-03-12
United States - Arizona,1,"[32.1764, -110.837]",-110.837,32.1764,32.2967,-111.167,Saguaro National Park,2010-03-08
United States - Arizona,1,"[32.2215, -110.935]",-110.935,32.2215,32.2967,-111.167,Saguaro National Park,2010-03-12
United States - Arizona,1,"[32.1834, -110.79]",-110.79,32.1834,32.2967,-111.167,Saguaro National Park,2010-03-12
United States - Arizona,1,"[32.2718, -110.826]",-110.82600000000001,32.2718,32.2967,-111.167,Saguaro National Park,2013-02-09
United States - Arizona,1,"[32.4044, -110.986]",-110.986,32.4044,32.2967,-111.167,Saguaro National Park,2013-05-04
United States - Arizona,1,"[32.2976, -110.816]",-110.816,32.2976,32.2967,-111.167,Saguaro National Park,2011-03-26
United States - Arizona,1,"[32.4155, -110.99]",-110.99,32.4155,32.2967,-111.167,Saguaro National Park,2011-03-06
United States - Arizona,1,"[32.2609, -110.799]",-110.79899999999999,32.2609,32.2967,-111.167,Saguaro National Park,2011-03-06
